Combination,Count,Dates
5-7-13.0-24-31-38-nan,1,09/06/2016
5-7-11.0-32-34-38-nan,1,11/01/2018
5-7-11-34-39-nan-nan,1,08/12/2005
5-7-11-21-26-nan-nan,1,20/04/2006
5-6.0-7-12-27.0-28-33,1,22/02/2024
5-6.0-14-15-16-24-32.0,1,13/08/2020
5-6-7-11.0-12-13-35.0,1,30/03/2023
5-6-29-36-37-nan-nan,1,28/08/1997
5-6-23-29-45-nan-nan,1,08/06/2006
5-6-17-20-30-nan-nan,1,05/12/1996
5-6-16-31-35-nan-nan,1,19/06/2003
5-6-16-25-34-nan-nan,1,13/11/2008
5-8-15-19-24-nan-nan,1,26/12/1996
5-8-15-16-18-29.0-nan,1,14/11/2013
5-8-12-33-45-nan-nan,1,03/06/1999
5-8-12-13-20.0-21.0-35,1,16/02/2023
5-8-11-24-31-nan-nan,1,23/11/2006
5-8-11-20-31-nan-nan,1,29/08/1996
5-7.0-8-19-32-40-nan,1,21/08/2014
5-7.0-14-18-23-27.0-33,1,06/08/2020
5-7.0-10-11-28-33-35.0,1,10/10/2024
5-7-9.0-13-21-27-35.0,1,05/01/2023
5-7-8.0-9-17-18-29.0,1,27/12/2018
5-7-8.0-11-12-19-25.0,1,13/05/2021
5-7-8-21-28-nan-nan,1,17/02/2011
5-7-8-19-20-nan-nan,1,27/12/2012
5-7-21-32-34-nan-nan,1,01/03/2007
5-7-18.0-21.0-23-28-31,1,22/12/2022
5-9-12-40-45-nan-nan,1,17/02/2000
5-9-12-13-27-nan-nan,1,28/08/2003
5-9-11-23-24-33.0-nan,1,02/04/2015
5-9-10.0-19-23-24.0-34,1,28/07/2022
5-8.0-18-19-22-36-nan,1,26/02/2015
5-8.0-12-22-25-34-nan,1,20/10/2016
5-8.0-11-15-27.0-28-34,1,19/05/2022
5-8-9.0-12.0-18-33-34,1,27/06/2024
5-8-9-24-42-nan-nan,1,22/08/1996
5-8-9-19-28-nan-nan,1,29/07/2004
5-8-9-10-26-nan-nan,1,26/12/2002
5-8-29-41-43-nan-nan,1,16/08/2001
5-8-25-28-29-nan-nan,1,13/09/2007
5-8-18-22-23.0-25-nan,1,05/04/2018
5-8-17.0-19-33-37-nan,1,20/06/2013
5-8-15-29-31.0-35-nan,1,26/05/2016
6-10-12-13-16-20.0-30.0,1,28/01/2021
5.0-8-9-17.0-20-22-35,1,30/01/2020
5.0-7-16-17-25-26-nan,1,06/08/2015
5.0-6-7-8-12-16.0-17,1,25/07/2024
5.0-21-28-33-36-37-nan,1,01/05/2014
5.0-14-15-22-23-25-nan,1,20/07/2017
5.0-10-15.0-18-19-34-35,1,15/02/2024
5-9-33-35-38-nan-nan,1,18/11/1999
5-9-28-32-34-nan-nan,1,22/04/2004
5-9-23.0-30-35-37-nan,1,14/03/2013
5-9-21-37-43-nan-nan,1,10/08/2006
5-9-19-22-26-nan-nan,1,08/05/2003
5-9-18.0-22-23-28.0-30,1,11/08/2022
5-9-17-18-21-nan-nan,1,28/08/2008
5-9-13-19-20.0-24-32.0,1,20/12/2018
5-9-13-17-22-nan-nan,1,03/02/2005
6-12-31-36-42-nan-nan,1,19/07/2012
6-12-16-25-28-nan-nan,1,01/11/2012
6-12-16-21-26-nan-nan,1,05/02/1998
6-12-13-15-45-nan-nan,1,18/05/2006
6-11-34-37-38-nan-nan,1,09/10/2003
6-11-22-23-35-nan-nan,1,28/11/2002
6-11-13-25-35-nan-nan,1,30/08/2012
6-10.0-17-18-20-36-nan,1,04/02/2016
6-10.0-15-24-32-37-nan,1,22/08/2013
6-10-24-34-45-nan-nan,1,07/09/2006
6-10-22-23-34-nan-nan,1,11/12/2008
6-10-19-25-29-nan-nan,1,06/02/1997
6-10-15-18-35-nan-nan,1,10/10/1996
6-10-14.0-27-31.0-32-35,1,31/08/2023
6-10-13.0-26-27.0-28-34,1,31/03/2022
6-10-12-22-27-nan-nan,1,19/12/1996
6-15-21-23-28-nan-nan,1,28/04/2011
6-15-19-22.0-27.0-29-35,1,21/01/2021
6-15-18-24.0-35-37-nan,1,30/04/2015
6-15-17-39-43-nan-nan,1,13/02/1997
6-15-17-26-44-nan-nan,1,16/09/2010
6-14-22-37-42-nan-nan,1,21/06/2001
6-14-19-23-28.0-31-34.0,1,01/06/2023
6-14-15-24-26-32.0-35.0,1,10/05/2018
6-14-15-18-23-nan-nan,1,09/10/1997
6-13-20-34-45-nan-nan,1,27/09/2001
6-13-18-35-40-nan-nan,1,27/10/2011
6-13-17-34-41-nan-nan,1,14/05/2009
6-13-17-23-40-nan-nan,1,25/09/2008
6-13-15-39-41-nan-nan,1,05/01/2006
6-13-14.0-31-35-40-nan,1,21/05/2015
6-12.0-17.0-21-24-30-33,1,06/04/2023
6-20-22-32-44-nan-nan,1,07/03/2002
6-19-36-40-44-nan-nan,1,26/02/2009
6-19-27-42-44-nan-nan,1,30/08/2001
6-19-26-34-40-nan-nan,1,26/04/2001
6-19-26-30-40-nan-nan,1,26/02/2004
6-19-24.0-29-32-39-nan,1,12/06/2014
6-19-22-33-36-nan-nan,1,27/01/2005
6-18-20-37-42-nan-nan,1,23/10/2008
6-17-19-25-44-nan-nan,1,11/04/2002
6-17-18-29-33-nan-nan,1,08/03/2012
6-16-22-29-41-nan-nan,1,05/09/1996
6-16-19.0-27-28.0-30-33,1,27/04/2023
6-16-18-29-30-33.0-35.0,1,18/03/2021
6-16-17-23-33-nan-nan,1,23/06/2011
6-15-32-36-41-nan-nan,1,15/08/2002
6-15-22-26-40-nan-nan,1,20/09/2012
6-7-15-29.0-34-36-nan,1,17/03/2016
6-7-14-31-33-nan-nan,1,26/06/2003
6-7-13-20-23-29.0-nan,1,15/10/2015
6-7-10-27-40-nan-nan,1,12/12/2002
6-7-10-17-20-25.0-nan,1,08/06/2017
6-7-10-16-17-20.0-30.0,1,23/05/2019
6-30-34-37-38-nan-nan,1,03/03/2011
6-27-28-40-43-nan-nan,1,10/03/2005
6-26-28-42-44-nan-nan,1,24/02/2000
6-24-33-35-41-nan-nan,1,15/01/2009
6-24-27-38-41-nan-nan,1,26/09/2002
6-23-34-36-42-nan-nan,1,21/09/2006
6-23-27-33-41-nan-nan,1,23/06/2005
6-22-31-38-39-nan-nan,1,12/07/2007
6-21-24-26-39-nan-nan,1,14/12/2000
6-20-23-28-37-nan-nan,1,08/04/1999
6-8-18-25.0-27-29-nan,1,16/04/2015
6-8-15-23-44-nan-nan,1,30/05/1996
6-8-13-26-30.0-31-nan,1,14/07/2016
6-8-11-13.0-24-34-nan,1,13/02/2014
6-7.0-8-21-27-28-34.0,1,11/07/2019
6-7.0-12-16.0-20-25-26,1,08/02/2024
6-7-8-39-45-nan-nan,1,10/02/2005
6-7-40-42-45-nan-nan,1,05/05/2005
6-7-33-35-39-nan-nan,1,24/12/2009
6-7-22-31-41-nan-nan,1,03/09/1998
6-7-22-23-28-nan-nan,1,06/10/2011
6-7-20-29-30-nan-nan,1,27/08/2009
6-7-20-23.0-28-40-nan,1,25/07/2013
6-7-18-31-44-nan-nan,1,18/08/2005
6-7-17.0-31-32-34-nan,1,06/04/2017
6-7-17-19.0-33-38-nan,1,05/10/2017
6.0-11-13.0-17-21-23-32,1,04/08/2022
6.0-10-17-27-35-39-nan,1,18/05/2017
6-9-33-34-39-nan-nan,1,09/07/2009
6-9-19.0-22-30-38-nan,1,03/08/2017
6-9-17-25-28.0-32-34.0,1,30/04/2020
6-9-17-23.0-30-37-nan,1,09/04/2015
6-9-17-23-40-nan-nan,1,15/01/2004
6-9-17-23-28-nan-nan,1,17/10/1996
6-9-15.0-18.0-19-29-34,1,28/03/2024
6-9-15-27-37-nan-nan,1,29/11/2001
6-9-15-27-28.0-32-33.0,1,24/02/2022
6-9-14-25-27-31.0-33.0,1,24/11/2022
6-9-13-16-44-nan-nan,1,25/03/1999
6-9-12-15-20.0-21-34.0,1,29/08/2024
6-9-11-14.0-19-23-24.0,1,12/11/2020
6-8-9-12-13.0-21-30.0,1,04/07/2024
7-10-17.0-20.0-27-30-33,1,09/03/2023
7-10-15-27-32.0-33-nan,1,21/12/2017
7-10-13-42-45-nan-nan,1,12/06/2008
7-10-13-28-31-nan-nan,1,29/09/2005
7-10-13-25-38-nan-nan,1,09/06/2011
7-10-12-20-42-nan-nan,1,19/11/1998
7-10-12-16-17.0-20.0-28,1,06/07/2023
6.0-9-19-26-27-29-nan,1,09/03/2017
6.0-8-23-36-38-40-nan,1,26/01/2017
6.0-8-23-31-36-39-nan,1,05/01/2017
6.0-8-11-15-21-31-33.0,1,02/06/2022
6.0-8-11-12-22.0-23-30,1,02/11/2023
6.0-7-13-22-24-30.0-34,1,17/02/2022
6.0-23-24-28-31-38-nan,1,15/06/2017
6.0-11-17-20-22-24.0-32,1,07/02/2019
6.0-11-14-17-24.0-25-33,1,20/10/2022
7-13-18-40-42-nan-nan,1,10/05/2001
7-13-15-26-27-nan-nan,1,25/01/2007
7-12-39-41-45-nan-nan,1,23/10/1997
7-12-36-37-45-nan-nan,1,17/12/1998
7-12-31-43-45-nan-nan,1,08/04/2004
7-12-27-32-39-nan-nan,1,01/02/2007
7-12-26-27-31.0-32-nan,1,07/08/2014
7-12-25-37-40-nan-nan,1,31/07/1997
7-12-17-33-35-nan-nan,1,09/09/2010
7-12-13-25-40-nan-nan,1,09/11/2000
7-11-22-24.0-26-29-nan,1,19/05/2016
7-11-19-38-44-nan-nan,1,19/02/2004
7-11-12-25-29-nan-nan,1,04/03/2010
7-10.0-12-23-33-38-nan,1,08/02/2018
7-10.0-11-12-16-21.0-25,1,05/08/2021
7-10-30-43-44-nan-nan,1,13/09/2012
7-15-22-35-40-nan-nan,1,25/12/1997
7-15-17-23-40-nan-nan,1,27/01/2000
7-15-16.0-21-34-39-nan,1,24/09/2015
7-14.0-17-22.0-24-28-32,1,18/06/2020
7-14-22-37-43-nan-nan,1,28/02/2002
7-14-22-33-42-nan-nan,1,15/08/1996
7-14-20-28-32-nan-nan,1,14/06/2007
7-14-18-21.0-23-25-27.0,1,06/09/2018
7-14-17-34-38-nan-nan,1,08/05/2008
7-14-16.0-20-21-25-28.0,1,16/01/2020
7-14-16-36-41-nan-nan,1,21/08/1997
7-14-16-19-45-nan-nan,1,31/10/2002
7-13-27-28-36-nan-nan,1,17/03/2005
7-13-22-43-45-nan-nan,1,18/02/1999
7-13-19-22.0-27-30-nan,1,20/04/2017
7-13-19-22-24-nan-nan,1,02/08/2007
7-18-27-37-44-nan-nan,1,01/04/1999
7-18-27-30-44-nan-nan,1,24/02/2005
7-18-27-28-38-nan-nan,1,13/12/2001
7-18-26-31-41-nan-nan,1,22/04/1999
7-18-22-26-35-nan-nan,1,14/10/1999
7-18-21-28-43-nan-nan,1,21/08/2008
7-18-21-27-37-nan-nan,1,23/01/1997
7-18-20-31-34-nan-nan,1,18/04/2002
7-18-19-25-31-nan-nan,1,26/03/1998
7-17-32-40-45-nan-nan,1,22/10/1998
7-17-27-37-41-nan-nan,1,26/08/2010
7-17-23-26-37.0-39-nan,1,02/07/2015
7-17-20-24-26-nan-nan,1,25/05/2000
7-16-25-27-44-nan-nan,1,27/07/2000
7-16-21-38.0-39-40-nan,1,17/09/2015
7-15-23-28-30-nan-nan,1,16/08/2012
7-8-13-25-29-nan-nan,1,10/01/2013
7-8-11-12-19-25.0-33.0,1,03/01/2019
7-8-10-32-43-nan-nan,1,03/04/1997
7-28-32-35-38-nan-nan,1,09/08/2012
7-28-31-32-33-nan-nan,1,26/07/2012
7-27-32-33-35-nan-nan,1,15/07/1999
7-24-30-34-37-nan-nan,1,09/06/2005
7-24-25-26.0-36-37-nan,1,20/11/2014
7-23-31-40-41-nan-nan,1,25/10/2007
7-23-26-32-43-nan-nan,1,30/10/2008
7-23-25-36-45-nan-nan,1,13/05/2004
7-22-39-41-43-nan-nan,1,09/01/1997
7-21-25-33-42-nan-nan,1,20/05/2010
7-21-24-32-36-nan-nan,1,16/12/2010
7-20.0-23-29-32.0-33-34,1,05/07/2018
7-19-23-26-30.0-37-nan,1,10/11/2016
7.0-8-14-18-24-35-nan,1,19/03/2015
7.0-8-13-21-28-34-nan,1,08/05/2014
7.0-21-34-35-38-39-nan,1,04/04/2013
7.0-14.0-21-24-27-30-35,1,15/08/2019
7.0-10-17-25-29.0-33-35,1,18/10/2018
7-9-30-33-43-nan-nan,1,11/09/1997
7-9-28-36-38-nan-nan,1,04/10/2001
7-9-20-31.0-32-36-nan,1,11/12/2014
7-9-17-30-33-nan-nan,1,29/04/2004
7-9-14-24-28-31.0-nan,1,23/01/2014
7-9-12.0-17-23-40-nan,1,26/09/2013
7-9-12-16-42-nan-nan,1,04/12/2008
7-9-10-29-38-nan-nan,1,29/05/2003
7-8-9-15.0-17-19-32.0,1,08/07/2021
7-8-21-30-31-nan-nan,1,18/10/2012
7-8-14-35-40-nan-nan,1,17/04/2008
8-11-25-33-45-nan-nan,1,29/03/2001
8-11-23.0-26-34-39-nan,1,07/12/2017
8-11-21-35-40-nan-nan,1,11/03/1999
8-11-16-20-23-29.0-nan,1,17/04/2014
8-11-15-19-20-nan-nan,1,01/01/1998
8-11-14-27-30-nan-nan,1,20/10/2011
8-11-12-15-27-nan-nan,1,27/07/2006
8-10.0-17-35-36-40-nan,1,23/06/2016
8-10-20-24-26.0-28-32.0,1,14/11/2019
8-10-20-22-28-nan-nan,1,30/10/1997
8-10-18-19-26-36.0-nan,1,12/05/2016
8-10-16-21-44-nan-nan,1,02/12/2004
8-10-14-18-39-nan-nan,1,14/08/2008
7.0-9.0-12-17-23-26-27,1,26/12/2019
7.0-8.0-9-18-23-30-32,1,21/05/2020
7.0-8-15.0-24-26-28-35,1,13/12/2018
8-15-19-20-23-24.0-nan,1,04/01/2018
8-15-18.0-19-20-22.0-32,1,11/04/2019
8-14-35-37-39-nan-nan,1,02/10/1997
8-14-26-33-35-nan-nan,1,02/07/1998
8-13-32-39-45-nan-nan,1,09/03/2000
8-13-31-34-42-nan-nan,1,04/08/2011
8-13-26-28-34-nan-nan,1,28/07/2011
8-13-22.0-30-36-37-nan,1,15/12/2016
8-13-17-26-37-nan-nan,1,01/10/2009
8-13-15-24-25-nan-nan,1,06/09/2007
8-12.0-15.0-18-19-24-25,1,16/04/2020
8-12-26-39-41-nan-nan,1,05/09/2002
8-12-20-42-45-nan-nan,1,27/06/2002
8-12-18-19-26.0-33-nan,1,21/04/2016
8-12-17.0-18-21-23-35.0,1,20/08/2020
8-12-14-24-38-nan-nan,1,12/10/2000
8-19-28-29-45-nan-nan,1,10/10/2002
8-19-22-29-37-nan-nan,1,01/09/2005
8-18-24-41-45-nan-nan,1,09/08/2007
8-18-20-31-38-nan-nan,1,12/11/1998
8-18-19-24-26-nan-nan,1,29/01/2009
8-17-22-36-39-nan-nan,1,04/10/2007
8-17-21-24-42-nan-nan,1,06/05/2010
8-17-18-26-29-nan-nan,1,23/03/2000
8-16.0-17-24-30-39-nan,1,01/03/2018
8-16-24-25-37-nan-nan,1,15/11/2012
8-16-19-25.0-26-29-nan,1,07/03/2013
8-16-17-27-29-nan-nan,1,03/02/2000
8-16-17-22-40-nan-nan,1,10/04/2008
8-16-17-18-33-nan-nan,1,25/02/1999
8-15-19.0-21-33-36-nan,1,24/04/2014
8-15-19-30-42-nan-nan,1,28/07/2005
8-36-40-42-43-nan-nan,1,02/03/2006
8-36-39-44-45-nan-nan,1,06/11/2003
8-30-33-35-36-nan-nan,1,07/11/2002
8-30-32-34-35.0-36-nan,1,15/05/2014
8-28-34-39-42-nan-nan,1,19/12/2002
8-27-29-36-43-nan-nan,1,03/05/2007
8-24-37-38-45-nan-nan,1,06/03/2003
8-22.0-23-26-35-40-nan,1,03/11/2016
8-22-32-39-43-nan-nan,1,30/06/2011
8-22-26-27-32-nan-nan,1,12/09/2002
8-22-23-30-34-nan-nan,1,07/08/2008
8-21-37-43-44-nan-nan,1,17/12/2009
8-21-24-40-41-nan-nan,1,01/04/2010
8-20-30-36-39-nan-nan,1,02/12/1999
8-20-28-34-39-nan-nan,1,12/03/1998
8-20-27-39-40-nan-nan,1,24/12/1998
9-10-15-21-35-38.0-nan,1,11/07/2013
9-10-14-20-39-nan-nan,1,19/02/1998
9-10-14-15.0-23.0-26-29,1,28/10/2021
9-10-12-34-45-nan-nan,1,15/12/2005
9-10-12-15.0-20-29-30.0,1,26/09/2024
9-10-11.0-17-19-20.0-35,1,08/10/2020
8.0-9-18-27-29-30-32.0,1,31/05/2018
8.0-13-21-28-30-31.0-33,1,24/06/2021
8.0-12.0-17-20-27-29-30,1,25/05/2023
8.0-12-18.0-20-24-27-35,1,25/06/2020
8.0-12-15-18.0-27-30-34,1,04/11/2021
8-9.0-11-17-31-34-nan,1,19/10/2017
8-9-15-23-41-nan-nan,1,26/05/2011
8-9-13-23-25-nan-nan,1,13/09/2001
8-9-11-20-22.0-27-32.0,1,29/08/2019
8-9-10-13-22-nan-nan,1,23/08/2012
9-12-14.0-22-30-36-nan,1,21/07/2016
9-12-14-23-43-nan-nan,1,18/07/1996
9-11.0-15-16-18-28.0-35,1,12/12/2019
9-11-25-30-35-nan-nan,1,22/10/2009
9-11-19-31-38-nan-nan,1,18/06/1998
9-11-14.0-23-26-28-nan,1,28/08/2014
9-11-14-28-30-nan-nan,1,24/01/2013
9-10.0-17-25-28-31-nan,1,08/09/2016
9-10.0-11-16.0-18-23-24,1,10/08/2023
9-10-33-34-45-nan-nan,1,13/05/1999
9-10-28-41-42-nan-nan,1,07/05/1998
9-10-21.0-24-25-30-32.0,1,28/05/2020
9-10-19-34-38-nan-nan,1,07/04/2005
9-10-18-30.0-31-33-nan,1,03/10/2013
9-10-18-28-31-nan-nan,1,17/08/2006
9-10-16-18.0-22.0-29-33,1,31/10/2019
9-14-16-17-19-nan-nan,1,05/03/1998
9-13.0-14-15-29-32-nan,1,30/01/2014
9-13-29-37-42-nan-nan,1,02/02/2012
9-13-19-36-37-nan-nan,1,02/11/2000
9-13-14-25.0-27-34-nan,1,07/11/2013
9-12-36-39-42-nan-nan,1,08/02/2001
9-12-30-44-45-nan-nan,1,28/09/2000
9-12-28-31-43-nan-nan,1,02/01/2003
9-12-23.0-34-37-38-nan,1,01/12/2016
9-12-22-24-31.0-32-34.0,1,12/09/2024
9-12-21.0-32-33-37-nan,1,06/10/2016
9-12-18-31-35.0-38-nan,1,22/10/2015
9-12-16.0-17-19-20-22.0,1,11/07/2024
9-12-16-23-26-29.0-35.0,1,07/05/2020
9-12-16-18.0-20-29-nan,1,18/02/2016
9-12-15-16-19-20.0-35.0,1,29/09/2022
1-11-15-24-45-nan-nan,1,14/09/2000
9.0-14-15-19.0-24-34-35,1,26/04/2018
9.0-13-14-15-32-38-nan,1,25/02/2016
9.0-11.0-13-25-26-28-29,1,25/10/2018
9.0-11-15-16.0-24-27-35,1,28/12/2023
9-32-38-40-41-nan-nan,1,15/09/2005
9-28-31-38-45-nan-nan,1,21/02/2013
9-27-35-37-43-nan-nan,1,20/11/1997
9-25-30-34-36-40.0-nan,1,02/03/2017
9-23-28-29-31-nan-nan,1,16/08/2007
9-21-28-38-44-nan-nan,1,16/04/1998
9-20-24-40-43-nan-nan,1,20/02/1997
9-19-35-37-39-nan-nan,1,09/02/2012
9-19-32-34-39-nan-nan,1,09/03/2006
9-19-27-31.0-32-40-nan,1,25/09/2014
9-19-20-25-27-32.0-nan,1,03/03/2016
1-13-17-22-31-nan-nan,1,27/09/2007
1-13-16-21-45-nan-nan,1,07/02/2008
1-13-14-22-44-nan-nan,1,27/03/2003
1-12.0-15-17.0-21-28-29,1,03/12/2020
1-12-23-26.0-32.0-33-35,1,01/02/2024
1-12-21-28-36-nan-nan,1,18/08/2011
1-12-16-27-30-nan-nan,1,04/05/2006
1-12-14-17-24-nan-nan,1,13/10/2011
1-12-14-16-21-27.0-29.0,1,26/03/2020
1-12-13.0-18-24.0-30-32,1,20/04/2023
1-11-28-34-38-nan-nan,1,06/03/1997
1-11-25-34-42-nan-nan,1,24/03/2005
1-11-17.0-20.0-23-30-32,1,20/06/2024
1-11-16-41-42-nan-nan,1,03/04/2003
1-11-16-22-24-nan-nan,1,02/01/1997
1-11-15-28.0-30-32-nan,1,12/10/2017
